,Company,Amount
0,UNIONBANK.NS,7442433
0,IGL.NS,4979352
0,MFSL.NS,7911596
0,ABCAPITAL.NS,3170496
0,SUPREMEIND.NS,7102221
0,OIL.NS,4332680
0,CGPOWER.NS,5600070
0,DIXON.NS,18257030
0,SOLARINDS.NS,3245886
0,BATAINDIA.NS,1447680
0,KANSAINER.NS,106967
0,TATACHEM.NS,14682216
0,IDFCFIRSTB.NS,18006680
0,RECLTD.NS,43268000
0,CRISIL.NS,125800
0,SYNGENE.NS,4309984
0,CROMPTON.NS,6765444
0,TORNTPOWER.NS,250093
0,COROMANDEL.NS,2579225
0,MANYAVAR.NS,147042
0,HATSUN.NS,662640
0,THERMAX.NS,6029016
0,APLAPOLLO.NS,4788768
0,ESCORTS.NS,6388938
0,SUMICHEM.NS,762582
0,NATIONALUM.NS,12379675
0,GMRINFRA.NS,4207284
0,3MINDIA.NS,1566972
0,FORTIS.NS,310527
0,LALPATHLAB.NS,3724899
0,NAM-INDIA.NS,397609
0,SUNDARMFIN.NS,146790
0,KPRMILL.NS,1731384
0,CLEAN.NS,1488452
0,DEVYANI.NS,1786356
0,POONAWALLA.NS,7379370
0,TANLA.NS,723855
0,FEDERALBNK.NS,19094967
0,RAJESHEXPO.NS,1415367
0,MSUMI.NS,1369732
0,AAVAS.NS,143280
0,NAVINFLUOR.NS,4703760
0,IEX.NS,14074912
0,VINATIORGA.NS,363028
0,ISEC.NS,215100
0,GICRE.NS,1827864
0,WHIRLPOOL.NS,4173964
0,L&TFH.NS,12030945
0,GRINDWELL.NS,480852
0,PFIZER.NS,93072
0,EMAMILTD.NS,649312
0,PRESTIGE.NS,372128
0,LICHSGFIN.NS,7243992
0,M&MFIN.NS,25379685
0,PHOENIXLTD.NS,1108330
0,SUNTV.NS,1663032
0,INDIANB.NS,858420
0,SUNDRMFAST.NS,47616
0,BANKINDIA.NS,5480230
0,JKCEMENT.NS,1723488
0,NIACL.NS,873970
0,RAMCOCEM.NS,5754984
0,DCMSHRIRAM.NS,99296
0,CHAMBLFERT.NS,3327308
0,SKFINDIA.NS,2042950
0,SANOFI.NS,122245
0,BHEL.NS,16330275
0,BCG.NS,4847125
0,SFL.NS,152208
0,APTUS.NS,61246
0,AFFLE.NS,3993030
0,METROBRAND.NS,432248
0,KPITTECH.NS,28238295
0,BLUEDART.NS,961650
0,KAJARIACER.NS,551791
0,TIMKEN.NS,6035932
0,CENTRALBK.NS,1965924
0,CENTURYPLY.NS,318750
0,GILLETTE.NS,24495
0,SUVENPHAR.NS,560712
0,AJANTPHARM.NS,580328
0,GODREJIND.NS,36720
0,HAPPSTMNDS.NS,1829792
0,CDSL.NS,11194191
0,ENDURANCE.NS,282606
0,ABSLAMC.NS,51030
0,AIAENG.NS,972312
0,NH.NS,1095000
0,IRB.NS,2693040
0,CARBORUNIV.NS,145854
0,POWERINDIA.NS,432474
0,GRINFRA.NS,22400
0,GSPL.NS,830544
0,ALKYLAMINE.NS,431310
0,APLLTD.NS,744290
0,ZFCVINDIA.NS,1145384
0,UCOBANK.NS,3915351
0,NUVOCO.NS,303849
0,NATCOPHARM.NS,92575
0,BASF.NS,359744
0,CREDITACC.NS,16651425
0,INDIAMART.NS,6251175
0,GNFC.NS,9959040
0,EXIDEIND.NS,4325400
0,MOTILALOFS.NS,752388
0,BSE.NS,2534784
0,ANGELONE.NS,8982120
0,INTELLECT.NS,10082992
0,BSOFT.NS,5855512
0,TV18BRDCST.NS,1540864
0,KIOCL.NS,34340
0,UTIAMC.NS,977916
0,VTL.NS,910200
0,ALOKINDS.NS,241560
0,GLENMARK.NS,3655138
0,BAJAJELEC.NS,1247120
0,FINEORG.NS,759983
0,JBCHEPHARM.NS,1530292
0,APOLLOTYRE.NS,21721923
0,RATNAMANI.NS,22320
0,MEDPLUS.NS,161840
0,BRIGADE.NS,212052
0,AMBER.NS,105840
0,RADICO.NS,4798080
0,PVR.NS,5559390
0,CHOLAHLDNG.NS,305280
0,TTKPRESTIG.NS,52578
0,KEI.NS,6218280
0,REDINGTON.NS,774861
0,CAMS.NS,362894
0,MAHABANK.NS,3357207
0,KIMS.NS,4389
0,HINDCOPPER.NS,6204288
0,IIFL.NS,1426707
0,HFCL.NS,2801672
0,CGCL.NS,42807
0,SJVN.NS,256448
0,VIPIND.NS,586638
0,LXCHEM.NS,2000822
0,CHEMPLASTS.NS,61628
0,ASAHIINDIA.NS,38175
0,METROPOLIS.NS,1990972
0,LAXMIMACH.NS,11792
0,CYIENT.NS,9010880
0,JSL.NS,791208
0,GALAXYSURF.NS,409200
0,BLUESTARCO.NS,20565
0,BDL.NS,3686760
0,CESC.NS,355510
0,BALRAMCHIN.NS,5371319
0,CASTROLIND.NS,90321
0,MASTEK.NS,180153
0,RHIM.NS,2678817
0,ASTERDM.NS,170277
0,IDFC.NS,47455560
0,GRAPHITE.NS,2270394
0,QUESS.NS,1257249
0,KEC.NS,1150088
0,ROUTE.NS,4535832
0,EIHOTEL.NS,2165031
0,MANAPPURAM.NS,10668782
0,FINPIPE.NS,2021536
0,ZYDUSWELL.NS,14310
0,CENTURYTEX.NS,1504656
0,CUB.NS,1822056
0,SAPPHIRE.NS,800667
0,BALAMINES.NS,1329012
0,ERIS.NS,390369
0,VGUARD.NS,52398
0,SAREGAMA.NS,182160
0,SHYAMMETL.NS,136160
0,JSLHISAR.NS,376015
0,AMARAJABAT.NS,2542026
0,POLYMED.NS,37969
0,BIRLACORPN.NS,787104
0,ITI.NS,25542
0,WELSPUNIND.NS,236577
0,STLTECH.NS,1691248
0,NETWORK18.NS,97704
0,ELGIEQUIP.NS,5153898
0,DELTACORP.NS,4693825
0,ALLCARGO.NS,663765
0,FSL.NS,2005864
0,AKZOINDIA.NS,6657
0,NLCINDIA.NS,2219256
0,GODREJAGRO.NS,8287635
0,LATENTVIEW.NS,2190510
0,FACT.NS,5818230
0,SUZLON.NS,1806579
0,CANFINHOME.NS,1880677
0,NIITLTD.NS,8959776
0,ZENSARTECH.NS,3775338
0,ANURAS.NS,8808960
0,MAPMYINDIA.NS,474760
0,EIDPARRY.NS,1121470
0,ECLERX.NS,985056
0,KNRCON.NS,60155
0,VMART.NS,347355
0,SPARC.NS,119070
0,RBLBANK.NS,14396250
0,SONATSOFTW.NS,1359898
0,MGL.NS,2046756
0,SYMPHONY.NS,6808576
0,INDIGOPNTS.NS,896292
0,POLYPLEX.NS,208925
0,GRANULES.NS,1526553
0,RENUKA.NS,1962579
0,BEML.NS,391158
0,BORORENEW.NS,309276
0,TRIVENI.NS,825210
0,TEAMLEASE.NS,1594411
0,EASEMYTRIP.NS,8991350
0,IBULHSGFIN.NS,9048830
0,PRIVISCL.NS,123900
0,PRAJIND.NS,981485
0,MRPL.NS,1122876
0,SUNCLAYLTD.NS,4737
0,AEGISCHEM.NS,749380
0,GREENPANEL.NS,356499
0,JUBLINGREA.NS,339087
0,SIS.NS,870190
0,PRINCEPIPE.NS,645848
0,TATAINVEST.NS,233625
0,RVNL.NS,4281840
0,ORIENTELEC.NS,82688
0,DEEPAKFERT.NS,4459974
0,SOBHA.NS,339853
0,GMMPFAUDLR.NS,656260
0,PNCINFRA.NS,1066000
0,PGHL.NS,523600
0,MMTC.NS,252351
0,LUXIND.NS,230206
0,GUJALKALI.NS,493430
0,TCIEXP.NS,77740
0,HUDCO.NS,1389522
0,TRITURBINE.NS,1026724
0,NBCC.NS,870660
0,RAIN.NS,1889832
0,MAHINDCIE.NS,3513993
0,INDIACEM.NS,8395150
0,INOXLEISUR.NS,297660
0,CERA.NS,696200
0,GSFC.NS,4688000
0,JMFINANCIL.NS,300096
0,EQUITASBNK.NS,8932242
0,SUNTECK.NS,215150
0,ASTRAZEN.NS,110022
0,RTNINDIA.NS,1173814
0,PNBHOUSING.NS,7596719
0,RITES.NS,2992240
0,PSB.NS,111780
0,CHALET.NS,88673
0,JUBLPHARMA.NS,93275
0,VAIBHAVGBL.NS,121422
0,EPL.NS,200354
0,MAHLIFE.NS,26567912
0,KALYANKJIL.NS,1839655
0,GMDCLTD.NS,353323
0,SWSOLAR.NS,629078
0,BBTC.NS,1299348
0,GAEL.NS,298685
0,JUSTDIAL.NS,233244
0,GARFIBRES.NS,372060
0,PRSMJOHNSN.NS,2828
0,FINCABLES.NS,245073
0,RAYMOND.NS,1856196
0,JINDWORLD.NS,151533
0,GLS.NS,936705
0,AVANTIFEED.NS,770
0,JKLAKSHMI.NS,1090452
0,SHARDACROP.NS,464138
0,EDELWEISS.NS,705242
0,OLECTRA.NS,257610
0,GOCOLORS.NS,571857
0,KALPATPOWR.NS,415002
0,GPIL.NS,24585689
0,JYOTHYLAB.NS,596164
0,MTARTECH.NS,392380
0,SCI.NS,1400400
0,CCL.NS,1455300
0,NAZARA.NS,367281
0,HEG.NS,2534820
0,VARROC.NS,361816
0,GODFRYPHLP.NS,8679248
0,GHCL.NS,218948
0,INFIBEAM.NS,4809632
0,JBMA.NS,642510
0,SHOPERSTOP.NS,41106
0,JKPAPER.NS,2283941
0,CAPLIPOINT.NS,66690
0,TATVA.NS,85742
0,GESHIP.NS,695891
0,BHARATRAS.NS,18040
0,INGERRAND.NS,46968
0,LEMONTREE.NS,5922148
0,ROSSARI.NS,1409640
0,CRAFTSMAN.NS,5339488
0,RBA.NS,3050487
0,HIKAL.NS,924672
0,MINDACORP.NS,1315104
0,RCF.NS,6441930
0,BARBEQUE.NS,520590
0,TEJASNET.NS,1211840
0,JINDALPOLY.NS,562320
0,RESPONIND.NS,19560
0,MAZDOCK.NS,7282912
0,JCHAC.NS,0
0,KRBL.NS,8648751
0,SWANENERGY.NS,1381325
0,SUPRAJIT.NS,431360
0,VSTIND.NS,189945
0,TCNSBRANDS.NS,478
0,JPPOWER.NS,707161
0,ESABINDIA.NS,239340
0,TCI.NS,447876
0,RALLIS.NS,60792
0,IBREALEST.NS,2023623
0,MHRIL.NS,161068
0,KSB.NS,10734
0,RPOWER.NS,1479687
0,JSWHL.NS,0
0,PDSL.NS,47400
0,VIJAYA.NS,454644
0,GREAVESCOT.NS,879060
0,GLOBUSSPR.NS,437920
0,UFLEX.NS,397523
0,GREENLAM.NS,132600
0,MOIL.NS,0
0,WELCORP.NS,776200
0,VRLLOG.NS,2392680
0,NEOGEN.NS,291564
0,FDC.NS,275088
0,PCBL.NS,1043262
0,HEIDELBERG.NS,911944
0,HGS.NS,320912
0,IFBIND.NS,29120
0,MAHSCOOTER.NS,0
0,TINPLATE.NS,2447687
0,RELIGARE.NS,413067
0,NOCIL.NS,68224
0,THYROCARE.NS,225456
0,USHAMART.NS,3300955
0,ICRA.NS,77367
0,SARDAEN.NS,173075
0,CMSINFO.NS,537000
0,TATACOFFEE.NS,456330
0,MFL.NS,19950
0,SHAREINDIA.NS,164358
0,AARTIDRUGS.NS,2389726
0,SUPRIYA.NS,940401
0,JAMNAAUTO.NS,300664
0,DALMIASUG.NS,34138
0,NESCO.NS,343380
0,MANINFRA.NS,776952
0,COCHINSHIP.NS,4850628
0,MAITHANALL.NS,836199
0,LAOPALA.NS,61008
0,WOCKPHARMA.NS,1570042
0,BOROLTD.NS,51107
0,ISGEC.NS,4197024
0,CEATLTD.NS,136793
0,ARVINDFASN.NS,113526
0,HCG.NS,19458
0,DHANI.NS,1212372
0,IRCON.NS,16365580
0,TARSONS.NS,119680
0,KARURVYSYA.NS,2647155
0,MAHSEAMLES.NS,839808
0,STARCEMENT.NS,202157
0,GPPL.NS,5507930
0,VAKRANGEE.NS,238350
0,CSBBANK.NS,653315
0,AMIORG.NS,0
0,DATAPATTNS.NS,988250
0,HGINFRA.NS,3771030
0,MAHLOG.NS,567049
0,SUDARSCHEM.NS,505714
0,ENGINERSIN.NS,1945620
0,RATEGAIN.NS,430780
0,NCC.NS,12932065
0,DHAMPURSUG.NS,453680
0,DBL.NS,1760658
0,SANSERA.NS,102060
0,RUPA.NS,296370
0,INDOCO.NS,55778
0,SHILPAMED.NS,110110
0,ASTEC.NS,8310
0,ROLEXRINGS.NS,1088958
0,SEAMECLTD.NS,9828
0,PAISALO.NS,652151
0,DHANUKA.NS,1374
0,GATEWAY.NS,120590
0,BANARISUG.NS,0
0,SEQUENT.NS,3005002
0,HEMIPROP.NS,104643
0,NEWGEN.NS,226746
0,ITDC.NS,128312
0,TATASTLLP.NS,78892
0,KSCL.NS,106260
0,AHLUCONT.NS,26712
0,ADVENZYMES.NS,95220
0,ICIL.NS,128180
0,INDIAGLYCO.NS,401931
0,DOLLAR.NS,37323
0,TEGA.NS,2816220
0,HSCL.NS,2505060
0,STAR.NS,3319797
0,MIDHANI.NS,1374036
0,IPL.NS,101881
0,HATHWAY.NS,230700
0,NILKAMAL.NS,236592
0,VENKEYS.NS,15045120
0,J&KBANK.NS,1378887
0,DISHTV.NS,233595
0,ARVIND.NS,99548
0,RSYSTEMS.NS,57596
0,HIL.NS,41225
0,RELINFRA.NS,8807400
0,MASFIN.NS,161700
0,ORIENTCEM.NS,442308
0,HINDOILEXP.NS,91130
0,DCAL.NS,425765
0,SAGCEM.NS,38734
0,JKTYRE.NS,838085
0,JINDALSAW.NS,3567991
0,RTNPOWER.NS,98229
0,ACE.NS,8525790
0,FILATEX.NS,141414
0,SCHNEIDER.NS,784516
0,TIPSINDLTD.NS,164388
0,TASTYBITE.NS,4089820
0,SOMANYCERA.NS,30324
0,OPTIEMUS.NS,97352
0,PFOCUS.NS,3886
0,TECHNOE.NS,1308857
0,TIRUMALCHM.NS,209503
0,RAILTEL.NS,1714680
0,CARTRADE.NS,2021054
0,GREENPLY.NS,0
0,IIFLSEC.NS,2806
0,DODLA.NS,3507
0,MOL.NS,139846
0,RAJRATAN.NS,146664
0,INDOSTAR.NS,304152
0,NFL.NS,2622969
0,GRSE.NS,648772
0,THOMASCOOK.NS,67796
0,AUTOAXLES.NS,139251
0,UJJIVANSFB.NS,2351524
0,DBREALTY.NS,2486622
0,EKC.NS,2295884
0,KIRIINDUS.NS,116510
0,PURVA.NS,9460
0,SSWL.NS,0
0,ANANDRATHI.NS,626735
0,RKFORGE.NS,185565
0,VALIANTORG.NS,721230
0,DAAWAT.NS,1601748
0,APARINDS.NS,3272745
0,BUTTERFLY.NS,323929
0,BBOX.NS,10800
0,INOXWIND.NS,546282
0,PARAS.NS,1047375
0,IONEXCHANG.NS,465191
0,TATAMETALI.NS,203756
0,EVEREADY.NS,26975
0,PTC.NS,358904
0,JISLJALEQS.NS,293384
0,HERANBA.NS,385444
0,GUFICBIO.NS,221663
0,TIIL.NS,2310009
0,BLS.NS,4580280
0,BAJAJCON.NS,181696
0,ASHOKA.NS,805584
0,SOLARA.NS,7391
0,GOKEX.NS,179322
0,HCC.NS,1891200
0,OAL.NS,772
0,DWARKESH.NS,693792
0,GET&D.NS,55332
0,IFCI.NS,88385
0,AMRUTANJAN.NS,94829
0,POKARNA.NS,10388
0,HESTERBIO.NS,1960200
0,MOLDTKPAC.NS,954720
0,SURYAROSNI.NS,2591505
0,KIRLOSBROS.NS,1563065
0,IMFA.NS,1017136
0,SHARDAMOTR.NS,70455
0,GANESHHOUC.NS,5504
0,TVTODAY.NS,6412504
0,WSTCSTPAPR.NS,1652200
0,GRAVITA.NS,370762
0,SAFARI.NS,522846
0,JAYNECOIND.NS,8976
0,IGPL.NS,179536
0,DCBBANK.NS,1028608
0,MSTCLTD.NS,447005
0,KOLTEPATIL.NS,703836
0,SUBROS.NS,23976
0,SPANDANA.NS,35706
0,GULFOILLUB.NS,5655
0,BEPL.NS,158152
0,STEELXIND.NS,75218
0,FINOPB.NS,65008
0,VIDHIING.NS,3500
0,IOLCP.NS,123313
0,VSTTILLERS.NS,138650
0,ANDHRSUGAR.NS,0
0,VESUVIUS.NS,233590
0,ATFL.NS,24892
0,MMFL.NS,4986
0,JPASSOCIAT.NS,2571921
0,BOMDYEING.NS,266037
0,SHK.NS,8540
0,GMRP&UI.NS,405517
0,NAVNETEDUL.NS,835120
0,GATI.NS,1874086
0,STOVEKRAFT.NS,244398
0,FCL.NS,2544188
0,MUKANDLTD.NS,0
0,AVTNPL.NS,118978
0,VOLTAMP.NS,241530
0,SBCL.NS,2308340
0,SIYSIL.NS,190512
0,FAIRCHEMOR.NS,121363
0,JAICORPLTD.NS,1057584
0,GTPL.NS,74786
